,ranking,title,artist,rank_week
4384,85,Best Part,Daniel Caesar Featuring H.E.R.,2018-11-03
4385,86,That's On Me,Yella Beezy,2018-11-03
4386,87,Drunk Girl,Chris Janson,2018-11-03
4387,88,Suncity,Khalid Featuring Empress Of,2018-11-03
4388,89,Vertigo,Khalid,2018-11-03
4389,90,New Patek,Lil Uzi Vert,2018-11-03
4390,91,Yacht Club,Lil Yachty Featuring Juice WRLD,2018-11-03
4391,92,Make It Back,Juice WRLD,2018-11-03
4392,93,Kiss And Make Up,Dua Lipa & BLACKPINK,2018-11-03
4393,94,Desperate Man,Eric Church,2018-11-03
4394,95,Backin' It Up,Pardison Fontaine Featuring Cardi B,2018-11-03
4395,96,Africa,Weezer,2018-11-03
4396,97,Electricity,Silk City x Dua Lipa,2018-11-03
4397,98,Get Dripped,Lil Yachty Featuring Playboi Carti,2018-11-03
4398,99,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,2018-11-03
4399,100,Burning Man,Dierks Bentley Featuring Brothers Osborne,2018-11-03
4400,1,Girls Like You,Maroon 5 Featuring Cardi B,2018-11-10
4401,2,Sicko Mode,Travis Scott,2018-11-10
4402,3,Happier,Marshmello & Bastille,2018-11-10
4403,4,Lucid Dreams,Juice WRLD,2018-11-10
4404,5,Better Now,Post Malone,2018-11-10
4405,6,ZEZE,Kodak Black Featuring Travis Scott & Offset,2018-11-10
4406,7,Youngblood,5 Seconds Of Summer,2018-11-10
4407,8,Drip Too Hard,Lil Baby & Gunna,2018-11-10
4408,9,Without Me,Halsey,2018-11-10
4409,10,Mo Bamba,Sheck Wes,2018-11-10
4410,11,High Hopes,Panic! At The Disco,2018-11-10
4411,12,Love Lies,Khalid & Normani,2018-11-10
4412,13,Money,Cardi B,2018-11-10
4413,14,Natural,Imagine Dragons,2018-11-10
4414,15,MIA,Bad Bunny Featuring Drake,2018-11-10
4415,16,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2018-11-10
4416,17,Trip,Ella Mai,2018-11-10
4417,18,Eastside,"benny blanco, Halsey & Khalid",2018-11-10
4418,19,I Like It,"Cardi B, Bad Bunny & J Balvin",2018-11-10
4419,20,God Is A Woman,Ariana Grande,2018-11-10
4420,21,Shallow,Lady Gaga & Bradley Cooper,2018-11-10
4421,22,Taste,Tyga Featuring Offset,2018-11-10
4422,23,In My Feelings,Drake,2018-11-10
4423,24,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2018-11-10
4424,25,Nonstop,Drake,2018-11-10
4425,26,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2018-11-10
4426,27,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018-11-10
4427,28,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,2018-11-10
4428,29,Broken,lovelytheband,2018-11-10
4429,30,Yes Indeed,Lil Baby & Drake,2018-11-10
4430,31,Thriller,Michael Jackson,2018-11-10
4431,32,Breathin,Ariana Grande,2018-11-10
4432,33,Beautiful,Bazzi Featuring Camila Cabello,2018-11-10
4433,34,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018-11-10
4434,35,Back To You,Selena Gomez,2018-11-10
4435,36,Uproar,Lil Wayne,2018-11-10
4436,37,She Got The Best Of Me,Luke Combs,2018-11-10
4437,38,I Like Me Better,Lauv,2018-11-10
4438,39,I'm A Mess,Bebe Rexha,2018-11-10
4439,40,Ring,Cardi B Featuring Kehlani,2018-11-10
4440,41,Boo'd Up,Ella Mai,2018-11-10
4441,42,Sad!,XXXTENTACION,2018-11-10
4442,43,Delicate,Taylor Swift,2018-11-10
4443,44,Psycho,Post Malone Featuring Ty Dolla $ign,2018-11-10
4444,45,Tequila,Dan + Shay,2018-11-10
4445,46,The Middle,"Zedd, Maren Morris & Grey",2018-11-10
4446,47,I Love It,Kanye West & Lil Pump,2018-11-10
4447,48,Lost In Japan,Shawn Mendes X Zedd,2018-11-10
4448,49,Fine China,Future & Juice WRLD,2018-11-10
4449,50,Speechless,Dan + Shay,2018-11-10
4450,51,Close Friends,Lil Baby,2018-11-10
4451,52,Lie,NF,2018-11-10
4452,53,Best Shot,Jimmie Allen,2018-11-10
4453,54,Last Memory,TakeOff,2018-11-10
4454,55,Leave Me Alone,Flipp Dinero,2018-11-10
4455,56,Better,Khalid,2018-11-10
4456,57,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,2018-11-10
4457,58,When The Party's Over,Billie Eilish,2018-11-10
4458,59,Lose It,Kane Brown,2018-11-10
4459,60,Never Recover,Lil Baby & Gunna Featuring Drake,2018-11-10
4460,61,Drunk Me,Mitchell Tenpenny,2018-11-10
4461,62,That's On Me,Yella Beezy,2018-11-10
4462,63,Hangin' On,Chris Young,2018-11-10
4463,64,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,2018-11-10
4464,65,STOOPID,6ix9ine Featuring Bobby Shmurda,2018-11-10
4465,66,Drew Barrymore,Bryce Vine,2018-11-10
4466,67,You Say,Lauren Daigle,2018-11-10
4467,68,W O R K I N M E,Quavo,2018-11-10
4468,69,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,2018-11-10
4469,70,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,2018-11-10
4470,71,Blue Tacoma,Russell Dickerson,2018-11-10
4471,72,I'll Never Love Again,Lady Gaga,2018-11-10
4472,73,No Stylist,French Montana Featuring Drake,2018-11-10
4473,74,Always Remember Us This Way,Lady Gaga,2018-11-10
4474,75,Falling Down,Lil Peep & XXXTENTACION,2018-11-10
4475,76,Talk To Me,Tory Lanez & Rich The Kid,2018-11-10
4476,77,Rich,Maren Morris,2018-11-10
4477,78,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018-11-10
4478,79,Drunk Girl,Chris Janson,2018-11-10
4479,80,Topanga,Trippie Redd,2018-11-10
4480,81,Backin' It Up,Pardison Fontaine Featuring Cardi B,2018-11-10
4481,82,Noticed,Lil Mosey,2018-11-10
4482,83,Dip,Tyga & Nicki Minaj,2018-11-10
4483,84,Best Part,Daniel Caesar Featuring H.E.R.,2018-11-10
4484,85,Lucky You,Eminem Featuring Joyner Lucas,2018-11-10
4485,86,Promises,Calvin Harris & Sam Smith,2018-11-10
4486,87,Hotel Key,Old Dominion,2018-11-10
4487,88,Killshot,Eminem,2018-11-10
4488,89,Waste It On Me,Steve Aoki Featuring BTS,2018-11-10
4489,90,A Million Dreams,P!nk,2018-11-10
4490,91,Burning Man,Dierks Bentley Featuring Brothers Osborne,2018-11-10
4491,92,Venom,Eminem,2018-11-10
4492,93,New Patek,Lil Uzi Vert,2018-11-10
4493,94,Be Alright,Dean Lewis,2018-11-10
4494,95,Break Up In The End,Cole Swindell,2018-11-10
4495,96,Desperate Man,Eric Church,2018-11-10
4496,97,Kamikaze,Lil Mosey,2018-11-10
4497,98,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,2018-11-10
4498,99,Electricity,Silk City x Dua Lipa,2018-11-10
4499,100,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,2018-11-10
4500,1,"Thank U, Next",Ariana Grande,2018-11-17
4501,2,Girls Like You,Maroon 5 Featuring Cardi B,2018-11-17
4502,3,Sicko Mode,Travis Scott,2018-11-17
4503,4,Happier,Marshmello & Bastille,2018-11-17
4504,5,Lucid Dreams,Juice WRLD,2018-11-17
4505,6,Without Me,Halsey,2018-11-17
4506,7,Better Now,Post Malone,2018-11-17
4507,8,ZEZE,Kodak Black Featuring Travis Scott & Offset,2018-11-17
4508,9,Mo Bamba,Sheck Wes,2018-11-17
4509,10,Drip Too Hard,Lil Baby & Gunna,2018-11-17
4510,11,Youngblood,5 Seconds Of Summer,2018-11-17
4511,12,High Hopes,Panic! At The Disco,2018-11-17
4512,13,Love Lies,Khalid & Normani,2018-11-17
4513,14,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2018-11-17
4514,15,Natural,Imagine Dragons,2018-11-17
4515,16,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2018-11-17
4516,17,Trip,Ella Mai,2018-11-17
4517,18,Eastside,"benny blanco, Halsey & Khalid",2018-11-17
4518,19,MIA,Bad Bunny Featuring Drake,2018-11-17
4519,20,God Is A Woman,Ariana Grande,2018-11-17
4520,21,Breathin,Ariana Grande,2018-11-17
4521,22,Shallow,Lady Gaga & Bradley Cooper,2018-11-17
4522,23,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2018-11-17
4523,24,Money,Cardi B,2018-11-17
4524,25,I Like It,"Cardi B, Bad Bunny & J Balvin",2018-11-17
4525,26,Taste,Tyga Featuring Offset,2018-11-17
4526,27,In My Feelings,Drake,2018-11-17
4527,28,Nonstop,Drake,2018-11-17
4528,29,Broken,lovelytheband,2018-11-17
4529,30,Yes Indeed,Lil Baby & Drake,2018-11-17
4530,31,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018-11-17
4531,32,Beautiful,Bazzi Featuring Camila Cabello,2018-11-17
4532,33,Bohemian Rhapsody,Queen,2018-11-17
4533,34,Uproar,Lil Wayne,2018-11-17
4534,35,I'm A Mess,Bebe Rexha,2018-11-17
4535,36,Ring,Cardi B Featuring Kehlani,2018-11-17
4536,37,I Like Me Better,Lauv,2018-11-17
4537,38,Don't Come Out The House,Metro Boomin Featuring 21 Savage,2018-11-17
4538,39,She Got The Best Of Me,Luke Combs,2018-11-17
4539,40,Boo'd Up,Ella Mai,2018-11-17
4540,41,Leave Me Alone,Flipp Dinero,2018-11-17
4541,42,10 Freaky Girls,Metro Boomin Featuring 21 Savage,2018-11-17
4542,43,Tequila,Dan + Shay,2018-11-17
4543,44,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018-11-17
4544,45,Speechless,Dan + Shay,2018-11-17
4545,46,Sad!,XXXTENTACION,2018-11-17
4546,47,Back To You,Selena Gomez,2018-11-17
4547,48,Psycho,Post Malone Featuring Ty Dolla $ign,2018-11-17
4548,49,Delicate,Taylor Swift,2018-11-17
4549,50,Best Shot,Jimmie Allen,2018-11-17
4550,51,Space Cadet,Metro Boomin Featuring Gunna,2018-11-17
4551,52,Lost In Japan,Shawn Mendes X Zedd,2018-11-17
4552,53,Lose It,Kane Brown,2018-11-17
4553,54,Lie,NF,2018-11-17
4554,55,Better,Khalid,2018-11-17
4555,56,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,2018-11-17
4556,57,That's On Me,Yella Beezy,2018-11-17
4557,58,Drunk Me,Mitchell Tenpenny,2018-11-17
4558,59,Close Friends,Lil Baby,2018-11-17
4559,60,I Love It,Kanye West & Lil Pump,2018-11-17
4560,61,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,2018-11-17
4561,62,Overdue,Metro Boomin Featuring Travis Scott,2018-11-17
4562,63,Dip,Tyga & Nicki Minaj,2018-11-17
4563,64,Fine China,Future & Juice WRLD,2018-11-17
4564,65,Hangin' On,Chris Young,2018-11-17
4565,66,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,2018-11-17
4566,67,When The Party's Over,Billie Eilish,2018-11-17
4567,68,Last Memory,TakeOff,2018-11-17
4568,69,Never Recover,Lil Baby & Gunna Featuring Drake,2018-11-17
4569,70,You Say,Lauren Daigle,2018-11-17
4570,71,Rich,Maren Morris,2018-11-17
4571,72,Dreamcatcher,Metro Boomin Featuring Swae Lee & Travis Scott,2018-11-17
4572,73,No Stylist,French Montana Featuring Drake,2018-11-17
4573,74,Blue Tacoma,Russell Dickerson,2018-11-17
4574,75,W O R K I N M E,Quavo,2018-11-17
4575,76,Drew Barrymore,Bryce Vine,2018-11-17
4576,77,Backin' It Up,Pardison Fontaine Featuring Cardi B,2018-11-17
4577,78,Falling Down,Lil Peep & XXXTENTACION,2018-11-17
4578,79,No More,"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",2018-11-17
4579,80,STOOPID,6ix9ine Featuring Bobby Shmurda,2018-11-17
4580,81,Always Remember Us This Way,Lady Gaga,2018-11-17
4581,82,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,2018-11-17
4582,83,Talk To Me,Tory Lanez & Rich The Kid,2018-11-17
4583,84,Best Part,Daniel Caesar Featuring H.E.R.,2018-11-17
4584,85,I'll Never Love Again,Lady Gaga,2018-11-17
4585,86,Ella Quiere Beber,Anuel AA & Romeo Santos,2018-11-17
4586,87,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,2018-11-17
4587,88,Promises,Calvin Harris & Sam Smith,2018-11-17
4588,89,Be Alright,Dean Lewis,2018-11-17
4589,90,Topanga,Trippie Redd,2018-11-17
4590,91,Noticed,Lil Mosey,2018-11-17
4591,92,Burning Man,Dierks Bentley Featuring Brothers Osborne,2018-11-17
4592,93,Lucky You,Eminem Featuring Joyner Lucas,2018-11-17
4593,94,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018-11-17
4594,95,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,2018-11-17
4595,96,Hotel Key,Old Dominion,2018-11-17
4596,97,Consequences,Camila Cabello,2018-11-17
4597,98,Killshot,Eminem,2018-11-17
4598,99,Casper,TakeOff,2018-11-17
4599,100,Up To Something,Metro Boomin Featuring Travis Scott & Young Thug,2018-11-17
4600,1,"Thank U, Next",Ariana Grande,2018-11-24
4601,2,Sicko Mode,Travis Scott,2018-11-24
4602,3,Happier,Marshmello & Bastille,2018-11-24
4603,4,Without Me,Halsey,2018-11-24
4604,5,Girls Like You,Maroon 5 Featuring Cardi B,2018-11-24
4605,6,Lucid Dreams,Juice WRLD,2018-11-24
4606,7,Mo Bamba,Sheck Wes,2018-11-24
4607,8,High Hopes,Panic! At The Disco,2018-11-24
4608,9,ZEZE,Kodak Black Featuring Travis Scott & Offset,2018-11-24
4609,10,Drip Too Hard,Lil Baby & Gunna,2018-11-24
4610,11,Better Now,Post Malone,2018-11-24
4611,12,Youngblood,5 Seconds Of Summer,2018-11-24
4612,13,Natural,Imagine Dragons,2018-11-24
4613,14,Breathin,Ariana Grande,2018-11-24
4614,15,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2018-11-24
4615,16,BAD!,XXXTENTACION,2018-11-24
4616,17,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2018-11-24
4617,18,Trip,Ella Mai,2018-11-24
4618,19,MIA,Bad Bunny Featuring Drake,2018-11-24
4619,20,Love Lies,Khalid & Normani,2018-11-24
4620,21,Eastside,"benny blanco, Halsey & Khalid",2018-11-24
4621,22,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2018-11-24
4622,23,God Is A Woman,Ariana Grande,2018-11-24
4623,24,Shallow,Lady Gaga & Bradley Cooper,2018-11-24
4624,25,Money,Cardi B,2018-11-24
4625,26,I Like It,"Cardi B, Bad Bunny & J Balvin",2018-11-24
4626,27,Taste,Tyga Featuring Offset,2018-11-24
4627,28,Lose It,Kane Brown,2018-11-24
4628,29,In My Feelings,Drake,2018-11-24
4629,30,Yes Indeed,Lil Baby & Drake,2018-11-24
4630,31,Broken,lovelytheband,2018-11-24
4631,32,Beautiful,Bazzi Featuring Camila Cabello,2018-11-24
4632,33,Nonstop,Drake,2018-11-24
4633,34,Uproar,Lil Wayne,2018-11-24
4634,35,She Got The Best Of Me,Luke Combs,2018-11-24
4635,36,Tequila,Dan + Shay,2018-11-24
4636,37,Leave Me Alone,Flipp Dinero,2018-11-24
4637,38,Speechless,Dan + Shay,2018-11-24
4638,39,Ring,Cardi B Featuring Kehlani,2018-11-24
4639,40,Bohemian Rhapsody,Queen,2018-11-24
4640,41,I Like Me Better,Lauv,2018-11-24
4641,42,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018-11-24
4642,43,Boo'd Up,Ella Mai,2018-11-24
4643,44,Armed And Dangerous,Juice WRLD,2018-11-24
4644,45,Sad!,XXXTENTACION,2018-11-24
4645,46,Best Shot,Jimmie Allen,2018-11-24
4646,47,I'm A Mess,Bebe Rexha,2018-11-24
4647,48,Psycho,Post Malone Featuring Ty Dolla $ign,2018-11-24
4648,49,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018-11-24
4649,50,Lie,NF,2018-11-24
4650,51,Better,Khalid,2018-11-24
4651,52,Topanga,Trippie Redd,2018-11-24
4652,53,Lost In Japan,Shawn Mendes X Zedd,2018-11-24
4653,54,Drunk Me,Mitchell Tenpenny,2018-11-24
4654,55,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,2018-11-24
4655,56,10 Freaky Girls,Metro Boomin Featuring 21 Savage,2018-11-24
4656,57,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,2018-11-24
4657,58,Close Friends,Lil Baby,2018-11-24
4658,59,When The Party's Over,Billie Eilish,2018-11-24
4659,60,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,2018-11-24
4660,61,That's On Me,Yella Beezy,2018-11-24
4661,62,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,2018-11-24
4662,63,Don't Come Out The House,Metro Boomin Featuring 21 Savage,2018-11-24
4663,64,You Say,Lauren Daigle,2018-11-24
4664,65,Fine China,Future & Juice WRLD,2018-11-24
4665,66,Space Cadet,Metro Boomin Featuring Gunna,2018-11-24
4666,67,Hangin' On,Chris Young,2018-11-24
4667,68,Rich,Maren Morris,2018-11-24
4668,69,No Stylist,French Montana Featuring Drake,2018-11-24
4669,70,Never Recover,Lil Baby & Gunna Featuring Drake,2018-11-24
4670,71,I Love It,Kanye West & Lil Pump,2018-11-24
4671,72,Falling Down,Lil Peep & XXXTENTACION,2018-11-24
4672,73,Love Scars 3,Trippie Redd,2018-11-24
4673,74,Backin' It Up,Pardison Fontaine Featuring Cardi B,2018-11-24
4674,75,Burning Man,Dierks Bentley Featuring Brothers Osborne,2018-11-24
4675,76,Blue Tacoma,Russell Dickerson,2018-11-24
4676,77,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,2018-11-24
4677,78,Dip,Tyga & Nicki Minaj,2018-11-24
4678,79,Bad Liar,Imagine Dragons,2018-11-24
4679,80,Talk To Me,Tory Lanez & Rich The Kid,2018-11-24
4680,81,Be Alright,Dean Lewis,2018-11-24
4681,82,W O R K I N M E,Quavo,2018-11-24
4682,83,Consequences,Camila Cabello,2018-11-24
4683,84,Best Part,Daniel Caesar Featuring H.E.R.,2018-11-24
4684,85,Always Remember Us This Way,Lady Gaga,2018-11-24
4685,86,Ella Quiere Beber,Anuel AA & Romeo Santos,2018-11-24
4686,87,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,2018-11-24
4687,88,STOOPID,6ix9ine Featuring Bobby Shmurda,2018-11-24
4688,89,Negative Energy,Trippie Redd Featuring Kodie Shane,2018-11-24
4689,90,Noticed,Lil Mosey,2018-11-24
4690,91,Sixteen,Thomas Rhett,2018-11-24
4691,92,Lucky You,Eminem Featuring Joyner Lucas,2018-11-24
4692,93,Good Girl,Dustin Lynch,2018-11-24
4693,94,Desperate Man,Eric Church,2018-11-24
4694,95,Last Shot,Kip Moore,2018-11-24
4695,96,Millionaire,Chris Stapleton,2018-11-24
4696,97,I'll Never Love Again,Lady Gaga,2018-11-24
4697,98,Toxic Waste,Trippie Redd,2018-11-24
4698,99,Drew Barrymore,Bryce Vine,2018-11-24
4699,100,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,2018-11-24
4700,1,"Thank U, Next",Ariana Grande,2018-12-01
4701,2,Sicko Mode,Travis Scott,2018-12-01
4702,3,Happier,Marshmello & Bastille,2018-12-01
4703,4,Without Me,Halsey,2018-12-01
4704,5,Lucid Dreams,Juice WRLD,2018-12-01
4705,6,High Hopes,Panic! At The Disco,2018-12-01
4706,7,Mo Bamba,Sheck Wes,2018-12-01
4707,8,Girls Like You,Maroon 5 Featuring Cardi B,2018-12-01
4708,9,Drip Too Hard,Lil Baby & Gunna,2018-12-01
4709,10,ZEZE,Kodak Black Featuring Travis Scott & Offset,2018-12-01
4710,11,Better Now,Post Malone,2018-12-01
4711,12,Youngblood,5 Seconds Of Summer,2018-12-01
4712,13,Breathin,Ariana Grande,2018-12-01
4713,14,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2018-12-01
4714,15,Trip,Ella Mai,2018-12-01
4715,16,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2018-12-01
4716,17,Eastside,"benny blanco, Halsey & Khalid",2018-12-01
4717,18,MIA,Bad Bunny Featuring Drake,2018-12-01
4718,19,Love Lies,Khalid & Normani,2018-12-01
4719,20,Natural,Imagine Dragons,2018-12-01
4720,21,Money,Cardi B,2018-12-01
4721,22,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2018-12-01
4722,23,Shallow,Lady Gaga & Bradley Cooper,2018-12-01
4723,24,I Like It,"Cardi B, Bad Bunny & J Balvin",2018-12-01
4724,25,In My Feelings,Drake,2018-12-01
4725,26,God Is A Woman,Ariana Grande,2018-12-01
4726,27,Taste,Tyga Featuring Offset,2018-12-01
4727,28,Leave Me Alone,Flipp Dinero,2018-12-01
4728,29,All I Want For Christmas Is You,Mariah Carey,2018-12-01
4729,30,Beautiful,Bazzi Featuring Camila Cabello,2018-12-01
4730,31,Yes Indeed,Lil Baby & Drake,2018-12-01
4731,32,Nonstop,Drake,2018-12-01
4732,33,Speechless,Dan + Shay,2018-12-01
4733,34,She Got The Best Of Me,Luke Combs,2018-12-01
4734,35,Broken,lovelytheband,2018-12-01
4735,36,Tequila,Dan + Shay,2018-12-01
4736,37,Uproar,Lil Wayne,2018-12-01
4737,38,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018-12-01
4738,39,BAD!,XXXTENTACION,2018-12-01
4739,40,Lose It,Kane Brown,2018-12-01
4740,41,Ring,Cardi B Featuring Kehlani,2018-12-01
4741,42,Boo'd Up,Ella Mai,2018-12-01
4742,43,Better,Khalid,2018-12-01
4743,44,I Like Me Better,Lauv,2018-12-01
4744,45,Psycho,Post Malone Featuring Ty Dolla $ign,2018-12-01
4745,46,Sad!,XXXTENTACION,2018-12-01
4746,47,Best Shot,Jimmie Allen,2018-12-01
4747,48,Lie,NF,2018-12-01
4748,49,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,2018-12-01
4749,50,Bohemian Rhapsody,Queen,2018-12-01
4750,51,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,2018-12-01
4751,52,When The Party's Over,Billie Eilish,2018-12-01
4752,53,Armed And Dangerous,Juice WRLD,2018-12-01
4753,54,Lost In Japan,Shawn Mendes X Zedd,2018-12-01
4754,55,Drunk Me,Mitchell Tenpenny,2018-12-01
4755,56,That's On Me,Yella Beezy,2018-12-01
4756,57,Close Friends,Lil Baby,2018-12-01
4757,58,You Say,Lauren Daigle,2018-12-01
4758,59,I'm A Mess,Bebe Rexha,2018-12-01
4759,60,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,2018-12-01
4760,61,Topanga,Trippie Redd,2018-12-01
4761,62,Rich,Maren Morris,2018-12-01
4762,63,10 Freaky Girls,Metro Boomin Featuring 21 Savage,2018-12-01
4763,64,Fine China,Future & Juice WRLD,2018-12-01
4764,65,Backin' It Up,Pardison Fontaine Featuring Cardi B,2018-12-01
4765,66,No Stylist,French Montana Featuring Drake,2018-12-01
4766,67,Hangin' On,Chris Young,2018-12-01
4767,68,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,2018-12-01
4768,69,Burning Man,Dierks Bentley Featuring Brothers Osborne,2018-12-01
4769,70,Never Recover,Lil Baby & Gunna Featuring Drake,2018-12-01
4770,71,Dip,Tyga & Nicki Minaj,2018-12-01
4771,72,Talk To Me,Tory Lanez & Rich The Kid,2018-12-01
4772,73,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,2018-12-01
4773,74,Space Cadet,Metro Boomin Featuring Gunna,2018-12-01
4774,75,I Love It,Kanye West & Lil Pump,2018-12-01
4775,76,Be Alright,Dean Lewis,2018-12-01
4776,77,Blue Tacoma,Russell Dickerson,2018-12-01
4777,78,Don't Come Out The House,Metro Boomin Featuring 21 Savage,2018-12-01
4778,79,Ella Quiere Beber,Anuel AA & Romeo Santos,2018-12-01
4779,80,Lovely,Billie Eilish & Khalid,2018-12-01
4780,81,Take One,Kodak Black,2018-12-01
4781,82,Consequences,Camila Cabello,2018-12-01
4782,83,Best Part,Daniel Caesar Featuring H.E.R.,2018-12-01
4783,84,Falling Down,Lil Peep & XXXTENTACION,2018-12-01
4784,85,STOOPID,6ix9ine Featuring Bobby Shmurda,2018-12-01
4785,86,W O R K I N M E,Quavo,2018-12-01
4786,87,Sixteen,Thomas Rhett,2018-12-01
4787,88,Good Girl,Dustin Lynch,2018-12-01
4788,89,Lucky You,Eminem Featuring Joyner Lucas,2018-12-01
4789,90,Last Shot,Kip Moore,2018-12-01
4790,91,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,2018-12-01
4791,92,Twerk,City Girls Featuring Cardi B,2018-12-01
4792,93,Noticed,Lil Mosey,2018-12-01
4793,94,Electricity,Silk City x Dua Lipa,2018-12-01
4794,95,Desperate Man,Eric Church,2018-12-01
4795,96,Millionaire,Chris Stapleton,2018-12-01
4796,97,Ocean Eyes,Billie Eilish,2018-12-01
4797,98,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2018-12-01
4798,99,Girl Like You,Jason Aldean,2018-12-01
4799,100,Burn The House Down,AJR,2018-12-01
4800,1,Sicko Mode,Travis Scott,2018-12-08
4801,2,"Thank U, Next",Ariana Grande,2018-12-08
4802,3,Happier,Marshmello & Bastille,2018-12-08
4803,4,Without Me,Halsey,2018-12-08
4804,5,High Hopes,Panic! At The Disco,2018-12-08
4805,6,Mo Bamba,Sheck Wes,2018-12-08
4806,7,ZEZE,Kodak Black Featuring Travis Scott & Offset,2018-12-08
4807,8,Drip Too Hard,Lil Baby & Gunna,2018-12-08
4808,9,Girls Like You,Maroon 5 Featuring Cardi B,2018-12-08
4809,10,Lucid Dreams,Juice WRLD,2018-12-08
4810,11,Better Now,Post Malone,2018-12-08
4811,12,Youngblood,5 Seconds Of Summer,2018-12-08
4812,13,Breathin,Ariana Grande,2018-12-08
4813,14,All I Want For Christmas Is You,Mariah Carey,2018-12-08
