,track,artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre,duration_ms,release_date,id,artist_id,track_id,popularity,analysis_url,time_signature,track_href,type,uri
50,Let Me Down Slowly,Alec Benjamin,0.74,0.652,0.557,0.0,1,0.124,-5.714,0,0.0318,150.073,0.483,['pop'],169354,2018-11-16,2qxmye6gAegTMjLKEBoR3d,5IH6FPUwQTxPSXurCrcIov,2qxmye6gAegTMjLKEBoR3d,85,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,4,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,audio_features,spotify:track:2qxmye6gAegTMjLKEBoR3d
51,She Got the Best of Me,Luke Combs,0.0292,0.533,0.907,0.0,11,0.386,-3.793,1,0.0406,150.99,0.7,"['contemporary country', 'country road']",183160,2018-06-01,698eQRku24PIYPQPHItKlA,718COspgdWOnwOFpJHRZHS,698eQRku24PIYPQPHItKlA,75,https://api.spotify.com/v1/audio-analysis/698eQRku24PIYPQPHItKlA,4,https://api.spotify.com/v1/tracks/698eQRku24PIYPQPHItKlA,audio_features,spotify:track:698eQRku24PIYPQPHItKlA
52,Space Cadet (feat. Gunna),Metro Boomin,0.368,0.901,0.464,1.71e-05,5,0.238,-9.789,0,0.0645,109.004,0.638,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",203267,2018-11-06,1fewSx2d5KIZ04wsooEBOz,0iEtIxbK0KxaSlF7G42ZOp,1fewSx2d5KIZ04wsooEBOz,77,https://api.spotify.com/v1/audio-analysis/1fewSx2d5KIZ04wsooEBOz,4,https://api.spotify.com/v1/tracks/1fewSx2d5KIZ04wsooEBOz,audio_features,spotify:track:1fewSx2d5KIZ04wsooEBOz
53,Close Friends (Lil Baby & Gunna),Lil Baby,0.044,0.665,0.585,0.0,10,0.0789,-5.077,0,0.366,158.953,0.658,"['atl hip hop', 'atl trap', 'rap', 'trap music']",203881,2018-10-05,5nzhL67GpF9szXWg5y509A,5f7VJjfbwm532GiveGC0ZK,5nzhL67GpF9szXWg5y509A,76,https://api.spotify.com/v1/audio-analysis/5nzhL67GpF9szXWg5y509A,4,https://api.spotify.com/v1/tracks/5nzhL67GpF9szXWg5y509A,audio_features,spotify:track:5nzhL67GpF9szXWg5y509A
54,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,0.0969,0.574,0.758,0.0,1,0.395,-5.029,0,0.0621,144.111,0.492,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']",182623,2018-10-24,5JEx7HbmvHQQswJCsoo9rA,0X2BH1fck6amBIoJhDVmmJ,5JEx7HbmvHQQswJCsoo9rA,82,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,4,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,audio_features,spotify:track:5JEx7HbmvHQQswJCsoo9rA
55,Be Alright,Dean Lewis,0.697,0.553,0.586,0.0,11,0.0813,-6.319,1,0.0362,126.684,0.443,"['australian pop', 'pop']",196373,2018-06-29,3EPXxR3ImUwfayaurPi3cm,3QSQFmccmX81fWCUSPTS7y,3EPXxR3ImUwfayaurPi3cm,82,https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,4,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,audio_features,spotify:track:3EPXxR3ImUwfayaurPi3cm
56,This Feeling,The Chainsmokers,0.0558,0.575,0.571,0.0,1,0.0912,-7.906,1,0.0439,105.049,0.449,"['electropop', 'pop', 'tropical house']",197947,2018-12-14,4NBTZtAt1F13VvlSKe6KTl,69GGBxA162lTqCwzJG5jLp,4NBTZtAt1F13VvlSKe6KTl,80,https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,4,https://api.spotify.com/v1/tracks/4NBTZtAt1F13VvlSKe6KTl,audio_features,spotify:track:4NBTZtAt1F13VvlSKe6KTl
57,Mine,Bazzi,0.0161,0.71,0.789,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,0.717,"['dance pop', 'pop', 'post-teen pop']",131064,2018-04-12,7uzmGiiJyRfuViKKK3lVmR,4GvEc3ANtPPjt1ZJllr5Zl,7uzmGiiJyRfuViKKK3lVmR,79,https://api.spotify.com/v1/audio-analysis/7uzmGiiJyRfuViKKK3lVmR,4,https://api.spotify.com/v1/tracks/7uzmGiiJyRfuViKKK3lVmR,audio_features,spotify:track:7uzmGiiJyRfuViKKK3lVmR
58,In My Feelings,Drake,0.0589,0.835,0.626,6e-05,1,0.396,-5.833,1,0.125,91.03,0.35,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",217925,2018-06-29,2G7V7zsVDxg1yRsu7Ew9RJ,3TVXtAsR1Inumwj472S9r4,2G7V7zsVDxg1yRsu7Ew9RJ,81,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,4,https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ,audio_features,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ
59,YOSEMITE,Travis Scott,0.283,0.785,0.554,3.4e-06,0,0.116,-6.571,1,0.0409,128.047,0.144,"['pop', 'pop rap', 'rap']",150043,2018-08-03,7lAK3oHbfEnvUQWosrMMpR,0Y5tJX1MQlPlqiwlOH1tJY,7lAK3oHbfEnvUQWosrMMpR,77,https://api.spotify.com/v1/audio-analysis/7lAK3oHbfEnvUQWosrMMpR,4,https://api.spotify.com/v1/tracks/7lAK3oHbfEnvUQWosrMMpR,audio_features,spotify:track:7lAK3oHbfEnvUQWosrMMpR
60,Pure Cocaine,Lil Baby,0.00127,0.964,0.487,6.57e-06,10,0.115,-6.071,0,0.421,127.05,0.107,"['atl hip hop', 'atl trap', 'rap', 'trap music']",154024,2018-11-30,577YBGuskWkVDCxZrLRB4v,5f7VJjfbwm532GiveGC0ZK,577YBGuskWkVDCxZrLRB4v,76,https://api.spotify.com/v1/audio-analysis/577YBGuskWkVDCxZrLRB4v,4,https://api.spotify.com/v1/tracks/577YBGuskWkVDCxZrLRB4v,audio_features,spotify:track:577YBGuskWkVDCxZrLRB4v
61,Lean Wit Me,Juice WRLD,0.0414,0.665,0.651,0.0,1,0.0896,-5.515,1,0.156,163.935,0.237,"['chicago rap', 'trap music']",175755,2018-12-10,3oDkdAySo1VQQG0ptV7uwa,4MCBfE4596Uoi2O4DtmEMz,3oDkdAySo1VQQG0ptV7uwa,76,https://api.spotify.com/v1/audio-analysis/3oDkdAySo1VQQG0ptV7uwa,4,https://api.spotify.com/v1/tracks/3oDkdAySo1VQQG0ptV7uwa,audio_features,spotify:track:3oDkdAySo1VQQG0ptV7uwa
62,Hide (feat. Seezyn),Juice WRLD,0.0622,0.715,0.639,0.0,5,0.157,-5.017,0,0.0752,149.996,0.151,"['chicago rap', 'trap music']",205800,2018-12-14,6rz0dTA0PdhXImFV5EjM0w,4MCBfE4596Uoi2O4DtmEMz,6rz0dTA0PdhXImFV5EjM0w,76,https://api.spotify.com/v1/audio-analysis/6rz0dTA0PdhXImFV5EjM0w,4,https://api.spotify.com/v1/tracks/6rz0dTA0PdhXImFV5EjM0w,audio_features,spotify:track:6rz0dTA0PdhXImFV5EjM0w
63,Look Alive (feat. Drake),BlocBoy JB,0.00104,0.922,0.581,5.86e-05,10,0.105,-7.495,1,0.27,140.022,0.595,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",181263,2018-02-09,4qKcDkK6siZ7Jp1Jb4m0aL,4TEJudQY2pXxVHPE3gD2EU,4qKcDkK6siZ7Jp1Jb4m0aL,78,https://api.spotify.com/v1/audio-analysis/4qKcDkK6siZ7Jp1Jb4m0aL,4,https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL,audio_features,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL
64,Candy Paint,Post Malone,0.627,0.67,0.654,1.02e-06,4,0.071,-5.944,1,0.153,180.024,0.438,"['dfw rap', 'pop', 'rap']",227533,2018-04-27,32lItqlMi4LBhb4k0BaSaC,246dkjvS1zLTtiykXe5h60,32lItqlMi4LBhb4k0BaSaC,78,https://api.spotify.com/v1/audio-analysis/32lItqlMi4LBhb4k0BaSaC,4,https://api.spotify.com/v1/tracks/32lItqlMi4LBhb4k0BaSaC,audio_features,spotify:track:32lItqlMi4LBhb4k0BaSaC
65,Brothers,Lil Tjay,0.695,0.677,0.421,0.0,2,0.139,-10.19,0,0.14,85.332,0.609,['nyc rap'],210080,2018-10-26,3OKjDHmSJVKOn6V4hCR8bq,6jGMq4yGs7aQzuGsMgVgZR,3OKjDHmSJVKOn6V4hCR8bq,75,https://api.spotify.com/v1/audio-analysis/3OKjDHmSJVKOn6V4hCR8bq,5,https://api.spotify.com/v1/tracks/3OKjDHmSJVKOn6V4hCR8bq,audio_features,spotify:track:3OKjDHmSJVKOn6V4hCR8bq
66,Good as You,Kane Brown,0.4,0.634,0.516,0.0,8,0.142,-6.05,1,0.0373,153.831,0.769,"['contemporary country', 'country road']",192053,2019-07-12,7LzeKqmOtpKVKJ1dmalkC0,3oSJ7TBVCWMDMiYjXNiCKE,7LzeKqmOtpKVKJ1dmalkC0,51,https://api.spotify.com/v1/audio-analysis/7LzeKqmOtpKVKJ1dmalkC0,4,https://api.spotify.com/v1/tracks/7LzeKqmOtpKVKJ1dmalkC0,audio_features,spotify:track:7LzeKqmOtpKVKJ1dmalkC0
67,no tears left to cry,Ariana Grande,0.04,0.699,0.713,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,0.354,"['dance pop', 'pop', 'post-teen pop']",205920,2018-08-17,2qT1uLXPVPzGgFOx4jtEuo,66CXWjxzNUsdJxJ2JdwvnR,2qT1uLXPVPzGgFOx4jtEuo,81,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,4,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,audio_features,spotify:track:2qT1uLXPVPzGgFOx4jtEuo
68,Beautiful (feat. Camila Cabello),Bazzi,0.346,0.638,0.717,0.0,2,0.105,-4.722,1,0.0337,100.027,0.249,"['dance pop', 'pop', 'post-teen pop']",180000,2018-08-02,4VUwkH455At9kENOfzTqmF,4GvEc3ANtPPjt1ZJllr5Zl,4VUwkH455At9kENOfzTqmF,80,https://api.spotify.com/v1/audio-analysis/4VUwkH455At9kENOfzTqmF,4,https://api.spotify.com/v1/tracks/4VUwkH455At9kENOfzTqmF,audio_features,spotify:track:4VUwkH455At9kENOfzTqmF
69,Fine China,Future,0.0484,0.656,0.542,0.0,7,0.126,-7.358,1,0.323,166.111,0.551,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",141587,2018-10-19,5274I4mUMnYczyeXkGDWZN,1RyvyyTE3xzB2ZywiAwp0i,5274I4mUMnYczyeXkGDWZN,76,https://api.spotify.com/v1/audio-analysis/5274I4mUMnYczyeXkGDWZN,4,https://api.spotify.com/v1/tracks/5274I4mUMnYczyeXkGDWZN,audio_features,spotify:track:5274I4mUMnYczyeXkGDWZN
70,Wake Up in the Sky,Gucci Mane,0.00381,0.8,0.578,0.0,4,0.359,-5.144,0,0.0485,143.01,0.367,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",204665,2018-09-14,0QIjsbm2fh1cJ45XO9eGqq,13y7CgLHjMVRMDqxdx0Xdo,0QIjsbm2fh1cJ45XO9eGqq,77,https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq,4,https://api.spotify.com/v1/tracks/0QIjsbm2fh1cJ45XO9eGqq,audio_features,spotify:track:0QIjsbm2fh1cJ45XO9eGqq
71,Get You The Moon (feat. Snøw),Kina,0.72,0.498,0.235,0.0,1,0.144,-16.541,0,0.188,118.917,0.0895,['lo-fi beats'],179080,2018-10-08,4ZLzoOkj0MPWrTLvooIuaa,4qIVPF0s71ZYW3qzhu5GkF,4ZLzoOkj0MPWrTLvooIuaa,82,https://api.spotify.com/v1/audio-analysis/4ZLzoOkj0MPWrTLvooIuaa,4,https://api.spotify.com/v1/tracks/4ZLzoOkj0MPWrTLvooIuaa,audio_features,spotify:track:4ZLzoOkj0MPWrTLvooIuaa
72,comethru,Jeremy Zucker,0.601,0.794,0.188,0.0,0,0.637,-11.957,1,0.0523,93.967,0.64,['pop'],181613,2018-09-28,18uwL0vNUanqZH0ro2QcOP,3gIRvgZssIb9aiirIg0nI3,18uwL0vNUanqZH0ro2QcOP,83,https://api.spotify.com/v1/audio-analysis/18uwL0vNUanqZH0ro2QcOP,4,https://api.spotify.com/v1/tracks/18uwL0vNUanqZH0ro2QcOP,audio_features,spotify:track:18uwL0vNUanqZH0ro2QcOP
73,Noticed,Lil Mosey,0.462,0.699,0.558,0.0,11,0.116,-7.622,1,0.0603,79.992,0.493,"['rap conscient', 'trap music', 'vapor trap']",165000,2018-10-19,7zLYKWcXnYeHHWidalz7rj,5zctI4wO9XSKS8XwcnqEHk,7zLYKWcXnYeHHWidalz7rj,77,https://api.spotify.com/v1/audio-analysis/7zLYKWcXnYeHHWidalz7rj,4,https://api.spotify.com/v1/tracks/7zLYKWcXnYeHHWidalz7rj,audio_features,spotify:track:7zLYKWcXnYeHHWidalz7rj
74,Love Lies (with Normani),Khalid,0.0956,0.708,0.648,0.0,6,0.134,-5.626,1,0.0449,143.955,0.338,['pop'],201707,2018-02-14,45Egmo7icyopuzJN0oMEdk,6LuN9FCkKOj5PcnpouEgny,45Egmo7icyopuzJN0oMEdk,78,https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk,4,https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk,audio_features,spotify:track:45Egmo7icyopuzJN0oMEdk
75,Falling Down - Bonus Track,Lil Peep,0.0175,0.669,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,0.273,"['emo rap', 'lgbtq+ hip hop']",196400,2018-11-09,4jvjzW7Hm0yK4LvvE0Paz9,2kCcBybjl3SAtIcwdWpUe3,4jvjzW7Hm0yK4LvvE0Paz9,79,https://api.spotify.com/v1/audio-analysis/4jvjzW7Hm0yK4LvvE0Paz9,4,https://api.spotify.com/v1/tracks/4jvjzW7Hm0yK4LvvE0Paz9,audio_features,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9
76,Shoota (feat. Lil Uzi Vert),Playboi Carti,0.191,0.674,0.649,0.0,1,0.122,-8.433,0,0.199,153.069,0.48,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music', 'underground hip hop']",153800,2018-05-11,2BJSMvOGABRxokHKB0OI8i,699OTQXzgjhIYAHMy9RyPD,2BJSMvOGABRxokHKB0OI8i,74,https://api.spotify.com/v1/audio-analysis/2BJSMvOGABRxokHKB0OI8i,4,https://api.spotify.com/v1/tracks/2BJSMvOGABRxokHKB0OI8i,audio_features,spotify:track:2BJSMvOGABRxokHKB0OI8i
77,Speechless,Dan + Shay,0.328,0.631,0.44,0.0,1,0.239,-5.948,1,0.028,136.033,0.418,['contemporary country'],212745,2018-05-18,7q7jyVU0f0hnod8tsaUmxg,7z5WFjZAIYejWy0NI5lv4T,7q7jyVU0f0hnod8tsaUmxg,73,https://api.spotify.com/v1/audio-analysis/7q7jyVU0f0hnod8tsaUmxg,4,https://api.spotify.com/v1/tracks/7q7jyVU0f0hnod8tsaUmxg,audio_features,spotify:track:7q7jyVU0f0hnod8tsaUmxg
78,Havana (feat. Young Thug),Camila Cabello,0.184,0.765,0.523,3.56e-05,2,0.132,-4.333,1,0.03,104.988,0.394,"['dance pop', 'pop', 'post-teen pop']",217307,2018-01-12,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,1rfofaqEpACxVEHIZBJe6W,82,https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W,4,https://api.spotify.com/v1/tracks/1rfofaqEpACxVEHIZBJe6W,audio_features,spotify:track:1rfofaqEpACxVEHIZBJe6W
79,10 Freaky Girls (with 21 Savage),Metro Boomin,0.588,0.81,0.353,0.0,6,0.102,-9.931,0,0.31,88.031,0.0727,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",208293,2018-11-06,0AluA5RNsa4Cx6XRhf2hWZ,0iEtIxbK0KxaSlF7G42ZOp,0AluA5RNsa4Cx6XRhf2hWZ,75,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,4,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,audio_features,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ
80,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,0.00552,0.745,0.346,0.0,1,0.0881,-7.709,1,0.331,203.911,0.112,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",237240,2018-08-03,0ZNrc4kNeQYD9koZ3KvCsy,0A0FS04o6zMoto8OKPsDwY,0ZNrc4kNeQYD9koZ3KvCsy,74,https://api.spotify.com/v1/audio-analysis/0ZNrc4kNeQYD9koZ3KvCsy,4,https://api.spotify.com/v1/tracks/0ZNrc4kNeQYD9koZ3KvCsy,audio_features,spotify:track:0ZNrc4kNeQYD9koZ3KvCsy
81,Calling My Spirit,Kodak Black,0.0996,0.91,0.366,0.0,1,0.261,-9.954,1,0.0941,119.985,0.74,"['florida rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",152000,2018-12-14,2MShy1GSSgbmGUxADNIao5,46SHBwWsqBkxI7EeeBEQG7,2MShy1GSSgbmGUxADNIao5,74,https://api.spotify.com/v1/audio-analysis/2MShy1GSSgbmGUxADNIao5,4,https://api.spotify.com/v1/tracks/2MShy1GSSgbmGUxADNIao5,audio_features,spotify:track:2MShy1GSSgbmGUxADNIao5
82,I Don't Know About You,Chris Lane,0.601,0.594,0.808,0.0,1,0.119,-5.749,1,0.0615,144.028,0.73,['contemporary country'],207933,2018-07-13,3yOs8FffuG6hPbzQG9lIqV,68abRTdO4meYReMWHvBYb0,3yOs8FffuG6hPbzQG9lIqV,73,https://api.spotify.com/v1/audio-analysis/3yOs8FffuG6hPbzQG9lIqV,4,https://api.spotify.com/v1/tracks/3yOs8FffuG6hPbzQG9lIqV,audio_features,spotify:track:3yOs8FffuG6hPbzQG9lIqV
83,Lucky You (feat. Joyner Lucas),Eminem,0.0627,0.876,0.786,0.0,10,0.127,-4.884,0,0.306,153.068,0.575,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",244679,2018-08-31,60SdxE8apGAxMiRrpbmLY0,7dGJo4pcD2V6oG8kP0tJRR,60SdxE8apGAxMiRrpbmLY0,78,https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,4,https://api.spotify.com/v1/tracks/60SdxE8apGAxMiRrpbmLY0,audio_features,spotify:track:60SdxE8apGAxMiRrpbmLY0
84,OTW,Khalid,0.183,0.652,0.678,3.26e-05,2,0.106,-6.183,1,0.0541,72.989,0.28,['pop'],263014,2018-04-20,6Hgh47WXVKtXN5zGOu0hjI,6LuN9FCkKOj5PcnpouEgny,6Hgh47WXVKtXN5zGOu0hjI,77,https://api.spotify.com/v1/audio-analysis/6Hgh47WXVKtXN5zGOu0hjI,4,https://api.spotify.com/v1/tracks/6Hgh47WXVKtXN5zGOu0hjI,audio_features,spotify:track:6Hgh47WXVKtXN5zGOu0hjI
85,Trip,Ella Mai,0.225,0.477,0.61,0.0,11,0.107,-5.628,0,0.144,79.882,0.358,"['pop', 'post-teen pop', 'r&b', 'uk contemporary r&b']",213993,2018-10-12,6CTWathupIiDs7U4InHnDA,7HkdQ0gt53LP4zmHsL0nap,6CTWathupIiDs7U4InHnDA,76,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,4,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,audio_features,spotify:track:6CTWathupIiDs7U4InHnDA
86,Love Ain't,Eli Young Band,0.00566,0.6,0.851,9.78e-06,11,0.0891,-4.645,1,0.0388,98.007,0.727,"['contemporary country', 'country', 'country pop', 'country road', 'heartland rock', 'modern country rock', 'outlaw country', 'texas country']",186119,2018-05-25,6uVzeU47Qzg0rrMneP5BNg,6eKWqnckwdIlSnjaYgIyxv,6uVzeU47Qzg0rrMneP5BNg,73,https://api.spotify.com/v1/audio-analysis/6uVzeU47Qzg0rrMneP5BNg,4,https://api.spotify.com/v1/tracks/6uVzeU47Qzg0rrMneP5BNg,audio_features,spotify:track:6uVzeU47Qzg0rrMneP5BNg
87,Eastside (with Halsey & Khalid),benny blanco,0.549,0.632,0.686,0.0,6,0.2,-7.665,0,0.243,89.949,0.329,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']",170770,2018-12-07,7FGq80cy8juXBCD2nrqdWU,5CiGnKThu5ctn9pBxv7DGa,7FGq80cy8juXBCD2nrqdWU,78,https://api.spotify.com/v1/audio-analysis/7FGq80cy8juXBCD2nrqdWU,4,https://api.spotify.com/v1/tracks/7FGq80cy8juXBCD2nrqdWU,audio_features,spotify:track:7FGq80cy8juXBCD2nrqdWU
88,Tequila,Dan + Shay,0.0292,0.474,0.594,0.0,11,0.133,-5.756,1,0.0289,86.131,0.503,['contemporary country'],195987,2018-01-10,7Il2yWQmsqKgSkLQvHTPUI,7z5WFjZAIYejWy0NI5lv4T,7Il2yWQmsqKgSkLQvHTPUI,74,https://api.spotify.com/v1/audio-analysis/7Il2yWQmsqKgSkLQvHTPUI,4,https://api.spotify.com/v1/tracks/7Il2yWQmsqKgSkLQvHTPUI,audio_features,spotify:track:7Il2yWQmsqKgSkLQvHTPUI
89,Plug Walk,Rich The Kid,0.202,0.876,0.519,0.0,11,0.108,-6.531,1,0.143,94.981,0.158,"['atl hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",175230,2018-03-30,1ZAyjvIk9YiD76yYy0TEG6,1pPmIToKXyGdsCF6LmqLmI,1ZAyjvIk9YiD76yYy0TEG6,76,https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6,4,https://api.spotify.com/v1/tracks/1ZAyjvIk9YiD76yYy0TEG6,audio_features,spotify:track:1ZAyjvIk9YiD76yYy0TEG6
90,Wasted (feat. Lil Uzi Vert),Juice WRLD,0.0381,0.742,0.579,0.0,0,0.0952,-5.024,1,0.202,144.994,0.502,"['chicago rap', 'trap music']",258475,2018-12-10,1a7WZZZH7LzyvorhpOJFTe,4MCBfE4596Uoi2O4DtmEMz,1a7WZZZH7LzyvorhpOJFTe,74,https://api.spotify.com/v1/audio-analysis/1a7WZZZH7LzyvorhpOJFTe,4,https://api.spotify.com/v1/tracks/1a7WZZZH7LzyvorhpOJFTe,audio_features,spotify:track:1a7WZZZH7LzyvorhpOJFTe
91,Out Of Love,Alessia Cara,0.8,0.492,0.267,0.0,7,0.249,-9.25,1,0.0336,117.679,0.137,"['canadian contemporary r&b', 'dance pop', 'pop', 'post-teen pop', 'r&b']",227693,2018-11-30,4WzhjxvLP95y7AMDy0Atwb,2wUjUUtkb5lvLKcGKsKqsR,4WzhjxvLP95y7AMDy0Atwb,77,https://api.spotify.com/v1/audio-analysis/4WzhjxvLP95y7AMDy0Atwb,3,https://api.spotify.com/v1/tracks/4WzhjxvLP95y7AMDy0Atwb,audio_features,spotify:track:4WzhjxvLP95y7AMDy0Atwb
92,In My Blood,Shawn Mendes,0.0573,0.622,0.712,0.0,5,0.13,-7.321,1,0.066,140.025,0.487,"['canadian pop', 'dance pop', 'pop', 'viral pop']",211360,2018-05-25,2QZ7WLBE8h2y1Y5Fb8RYbH,7n2wHs1TKAczGzO7Dd2rGr,2QZ7WLBE8h2y1Y5Fb8RYbH,81,https://api.spotify.com/v1/audio-analysis/2QZ7WLBE8h2y1Y5Fb8RYbH,4,https://api.spotify.com/v1/tracks/2QZ7WLBE8h2y1Y5Fb8RYbH,audio_features,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH
93,Natural,Imagine Dragons,0.217,0.704,0.611,0.0,2,0.0812,-6.112,1,0.0409,100.0,0.22,"['modern rock', 'rock']",189467,2018-11-09,2FY7b99s15jUprqC0M5NCT,53XhwfbYqKCa1cC15pYq2q,2FY7b99s15jUprqC0M5NCT,81,https://api.spotify.com/v1/audio-analysis/2FY7b99s15jUprqC0M5NCT,4,https://api.spotify.com/v1/tracks/2FY7b99s15jUprqC0M5NCT,audio_features,spotify:track:2FY7b99s15jUprqC0M5NCT
94,Die Young,Roddy Ricch,0.218,0.688,0.656,0.0,4,0.115,-5.541,0,0.276,160.414,0.365,"['rap', 'southern hip hop', 'trap music']",157657,2018-11-02,3wLtYwtqvKK2ewelSVPeDK,757aE44tKEUQEqRuT6GnEB,3wLtYwtqvKK2ewelSVPeDK,75,https://api.spotify.com/v1/audio-analysis/3wLtYwtqvKK2ewelSVPeDK,4,https://api.spotify.com/v1/tracks/3wLtYwtqvKK2ewelSVPeDK,audio_features,spotify:track:3wLtYwtqvKK2ewelSVPeDK
95,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,0.0609,0.85,0.569,0.0816,5,0.1,-8.152,0,0.136,80.02,0.294,"['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",205040,2018-05-25,7ycWLEP1GsNjVvcjawXz3z,13ubrt8QOOCPljQ2FL1Kca,7ycWLEP1GsNjVvcjawXz3z,80,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,4,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,audio_features,spotify:track:7ycWLEP1GsNjVvcjawXz3z
96,Girls Need Love (with Drake) - Remix,Summer Walker,0.443,0.656,0.432,0.0,6,0.132,-9.481,0,0.217,97.022,0.0897,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'pop', 'r&b']",222374,2018-10-19,14SaZBTjxlorHJQxXh01Hu,57LYzLEk2LcFghVwuWbcuS,14SaZBTjxlorHJQxXh01Hu,75,https://api.spotify.com/v1/audio-analysis/14SaZBTjxlorHJQxXh01Hu,4,https://api.spotify.com/v1/tracks/14SaZBTjxlorHJQxXh01Hu,audio_features,spotify:track:14SaZBTjxlorHJQxXh01Hu
97,Calma - Remix,Pedro Capó,0.323,0.826,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,0.761,['latin pop'],238200,2018-10-05,5iwz1NiezX7WWjnCgY5TH4,4QVBYiagIaa6ZGSPMbybpy,5iwz1NiezX7WWjnCgY5TH4,88,https://api.spotify.com/v1/audio-analysis/5iwz1NiezX7WWjnCgY5TH4,4,https://api.spotify.com/v1/tracks/5iwz1NiezX7WWjnCgY5TH4,audio_features,spotify:track:5iwz1NiezX7WWjnCgY5TH4
98,Te Boté - Remix,Nio Garcia,0.542,0.903,0.675,1.28e-05,11,0.0595,-3.445,0,0.214,96.507,0.442,"['latin', 'latin hip hop', 'reggaeton flow', 'tropical']",417920,2018-04-13,3V8UKqhEK5zBkBb6d6ub8i,5hdhHgpxyniooUiQVaPxQ0,3V8UKqhEK5zBkBb6d6ub8i,80,https://api.spotify.com/v1/audio-analysis/3V8UKqhEK5zBkBb6d6ub8i,4,https://api.spotify.com/v1/tracks/3V8UKqhEK5zBkBb6d6ub8i,audio_features,spotify:track:3V8UKqhEK5zBkBb6d6ub8i
